email,prenom,shop_name,shop_url,country,vertical,traffic_estimate,catalog_size,source,score,ad_signal,note_perso,status,last_touch,touch_count,next_touch,owner,notes
hello@camilleetlucie.fr,Camille,Camille et Lucie,https://www.camilleetlucie.fr,FR,mode,0,25,manual,6,false,Vu ta page boucles d'oreilles — la landing forme (créole vs puce vs pendant) n'est pas une navigation filtrée dans la collection bijoux,cold,,,, syphax,Bijouterie DTC FR. Shopify probable. Score 6.
contact@polene-paris.ch,AntoineCH,Polène CH,https://www.polene-paris.com/ch,CH,mode,0,40,manual,7,true,Vu ta page sac numéro Dix CH — la landing suisse n'affiche pas le prix en CHF ni les délais de livraison DHL Express CH dédiés,cold,,,, syphax,Extension CH Polène. Shopify. ICP CH mode premium. Score 7.
hello@asphalte.ch,WilliamCH,Asphalte CH,https://www.asphalte.com/ch,CH,mode,0,60,manual,7,false,Vu ta page chino prévente CH — le compteur de commandes est là mais le seuil de lancement n'est pas affiché en CHF pour le marché suisse,cold,,,, syphax,Extension CH Asphalte. Shopify. Score 7. ICP CH mode DTC.
contact@bonnegueule.ch,FabienCH,BonneGueule CH,https://www.bonnegueule.fr/ch,CH,mode,0,80,manual,7,false,Vu ta page guide entretien CH — le contenu pédagogique est fort mais pas utilisé comme landing produit avec CTA achat direct en CHF,cold,,,, syphax,Extension CH BonneGueule. Shopify. Score 7.
hello@manon-de-profil.com,Manon,Manon de Profil,https://www.manondeprofil.com,FR,beaute,0,20,manual,6,false,Vu ta page huile capillaire — la landing type de cheveux (fins vs épais vs bouclés) n'est pas un parcours de soin dédié avec produits recommandés,cold,,,, syphax,Beauté capillaire DTC FR. Shopify probable. Score 6.
contact@moodclub.fr,MoodC,Mood Club,https://www.moodclub.fr,FR,beaute,0,30,manual,6,false,Vu ta page coffret CBD bien-être — la landing ne propose pas de quiz "Quel rituel pour ton profil" pour réduire l'hésitation d'achat,cold,,,, syphax,Bien-être DTC FR. Shopify probable. Score 6.
hello@laboiteachaussures.com,LaBoite,La Boite à Chaussures,https://www.laboiteachaussures.com,FR,mode,0,60,manual,6,true,Vu ta page sneaker Nike AF1 — les landing édition limitée n'ont pas de compteur stock restant visible ni de système de réservation prioritaire,cold,,,, syphax,Sneakers DTC FR. Shopify probable. Score 6.
contact@homelike.fr,HomeLike,Homelike,https://www.homelike.fr,FR,maison,0,40,manual,6,false,Vu ta page coussin velours — les landing couleur (vert émeraude vs vieux rose) ne sont pas des fiches produit distinctes avec nom de coloris poétique,cold,,,, syphax,Déco intérieure DTC FR. Shopify probable. Score 6.
hello@vilatte.fr,Vilatte,Vilatte,https://www.vilatte.fr,FR,maison,0,35,manual,6,false,Vu ta page bougeoir céramique — la landing artisan ne montre pas le processus de fabrication poterie comme argument authenticity,cold,,,, syphax,Céramique artisanale DTC FR. Shopify probable. Score 6.
contact@lacremelibre.com,LaCremeL,La Crème Libre,https://www.lacremelibre.com,FR,beaute,0,25,manual,6,false,Vu ta page crème visage — la landing ingrédients actifs (beurre karité vs squalane) n'est pas expliquée avec un tableau comparatif bénéfices,cold,,,, syphax,Skincare DTC FR. Shopify probable. Score 6.
hello@tataharper.fr,TataH,Tata Harper FR,https://www.tataharper.com/fr,FR,beaute,0,60,manual,6,true,Vu ta page sérum Regenerating — la landing naturalité 100% n'a pas de certificat COSMOS visible directement sur la fiche produit,cold,,,, syphax,Skincare luxe naturel USA/FR DTC. Shopify probable. Score 6.
contact@allies-of-skin.fr,AlliesF,Allies of Skin FR,https://www.alliesofkin.com/fr,FR,beaute,0,45,manual,6,false,Vu ta page masque nuit — la landing "peptides + rétinol" ne propose pas de guide "Comment incorporer dans ma routine" pour les débutants,cold,,,, syphax,Skincare actifs haute concentration FR. Shopify probable. Score 6.
hello@holyroses.com,HolyR,Holy Roses,https://www.holyroses.com,FR,maison,0,20,manual,6,false,Vu ta page bouquet éternel — la landing occasion (anniversaire vs Saint-Valentin vs fête des mères) n'est pas déclinée en landing saisonnière dédiée,cold,,,, syphax,Fleurs séchées éternelles DTC FR. Shopify probable. Score 6.
contact@bonton.fr,BontonF,Bonton,https://www.bonton.fr,FR,mode,0,200,manual,7,true,Vu ta page vêtement enfant "Bonton" — les landing taille (12 mois vs 10 ans) ne sont pas des landing éditoriales avec conseil style par âge,cold,,,, syphax,Concept store enfant premium FR. Shopify probable. Score 7.
hello@cyrillus.fr,CyrillusF,Cyrillus,https://www.cyrillus.fr,FR,mode,0,300,manual,6,true,Vu ta page collection enfant — les landing "école vs weekend vs cérémonie" ne guident pas l'acheteur avec un module filtrage par occasion,cold,,,, syphax,Mode enfant famille FR. Shopify probable. Score 6.
contact@vanessabruno.com,VanessaB,Vanessa Bruno,https://www.vanessabruno.com,FR,mode,0,150,manual,6,true,Vu ta page sac cabas — la landing iconique n'a pas de section "Depuis 30 ans, le cabas" avec timeline historique comme argument patrimonial,cold,,,, syphax,Mode femme premium parisienne. Shopify probable. Score 6.
hello@tara-jarmon.com,TaraJ,Tara Jarmon,https://www.tara-jarmon.com,FR,mode,0,100,manual,6,true,Vu ta page robe "Felicia" — la landing ne propose pas de module "Taille au-dessus ou au-dessous selon les avis" pour réduire l'hésitation taille,cold,,,, syphax,Mode femme DTC FR. Shopify probable. Score 6.
contact@ba-sh.com,BarbaraBASH,Ba&sh,https://www.ba-sh.com,FR,mode,0,200,manual,7,true,Vu ta page perfecto "Rock" — la landing ne propose pas de section "Portée par" avec UGC clients stylés comme argument social proof,cold,,,, syphax,Fondatrices Barbara Boccara + Sharon Krief. Mode femme DTC Paris premium. Shopify probable. Score 7.
hello@iro-paris.com,IROp,IRO Paris,https://www.iro-paris.com,FR,mode,0,120,manual,6,true,Vu ta page veste en cuir — la landing ne met pas en avant l'argument "cuir agneau France" avec traçabilité origines comme Ba&sh concurrent,cold,,,, syphax,Mode femme cuir Paris DTC. Shopify probable. Score 6.
contact@zadig-et-voltaire.com,ZadigV,Zadig Voltaire,https://www.zadig-et-voltaire.com,FR,mode,0,300,manual,6,true,Vu ta page t-shirt skull — la landing iconique n'a pas de section "L'histoire du skull" comme storytelling brand fort pour la fiche produit,cold,,,, syphax,Mode rock parisienne. Shopify probable. Score 6 — large groupe.
hello@maison-de-vacances.com,MaisonV,Maison de Vacances,https://www.maison-de-vacances.com,FR,maison,0,60,manual,7,false,Vu ta page linge de lit en lin — les landing coloris (blanc cassé vs écru vs gris perle) n'ont pas de comparateur teinte sous différentes lumières,cold,,,, syphax,Linge de maison lin DTC Paris. Shopify probable. Score 7.
contact@garancia.fr,Garancia,Garancia,https://www.garancia.fr,FR,beaute,0,80,manual,7,true,Vu ta page "Merveillance" crème — le ton décalé humoristique de la marque est présent en About mais absent des landing produit où il ferait la différence,cold,,,, syphax,Beauté DTC FR ton unique. Shopify probable. Score 7.
hello@sothys.com,Sothys,Sothys,https://www.sothys.com,FR,beaute,0,100,manual,6,true,Vu ta page soin professionnels — les landing produit "cabinets" vs "domicile" ne sont pas des univers distincts avec tunnel achat dédié,cold,,,, syphax,Beauté professionnelle DTC FR. Shopify probable. Score 6.
contact@adopt-parfum.fr,Adopt,Adopt Parfums,https://www.adopt-parfum.fr,FR,beaute,0,200,manual,6,true,Vu ta page eau de toilette "Mademoiselle" — les landing olfactives (floral vs oriental vs boisé) ne sont pas des parcours olfactifs interactifs,cold,,,, syphax,Parfumerie DTC FR grande diffusion. Shopify probable. Score 6.
hello@bioderma.fr,Bioderma,Bioderma FR,https://www.bioderma.com/fr,FR,sante,0,80,manual,5,true,Vu ta page Sensibio H2O — la landing ne segmente pas par type de peau (sensible vs mixte vs grasse) dès la navigation principale,cold,,,, syphax,Dermo-cosmétique FR. Score 5 — pharmacie peut ne pas être Shopify. À vérifier.
contact@nioxin.fr,NioxinF,Nioxin FR,https://www.nioxin.com/fr-fr,FR,sante,0,60,manual,5,false,Vu ta page système cheveux fins — la landing diagnostic capillaire est présente mais le quiz résultat ne propose pas de bundle système complet,cold,,,, syphax,Capillaire pro DTC FR. Score 5 — vérifier Shopify.
hello@la-muse-verte.com,LaMuse,La Muse Verte,https://www.la-muse-verte.com,FR,sante,0,30,manual,6,false,Vu ta page CBD huile — la landing ne propose pas de tableau dosage par profil (anxiété vs sommeil vs douleur) pour aider le premier achat,cold,,,, syphax,Bien-être CBD DTC FR. Shopify probable. Score 6.
contact@meltcosmetics.fr,MeltCos,Melt Cosmetics FR,https://www.meltcosmetics.com/fr,FR,beaute,0,60,manual,6,true,Vu ta page palette smoky — les landing look (day glam vs night glam) ne sont pas des collections tutoriels avec video integree,cold,,,, syphax,Maquillage DTC US/FR. Shopify probable. Score 6.
hello@coraline-beaute.fr,Coraline,Coraline Beauté,https://www.coraline-beaute.fr,FR,beaute,0,25,manual,6,false,Vu ta page fond de teint fluide — la landing teinte ne propose pas de module d'aide au choix teinte par selfie ou questionnaire couleur,cold,,,, syphax,Maquillage DTC FR indie. Shopify probable. Score 6.
contact@wearecircle.fr,CircleW,We Are Circle,https://wearecircle.fr,FR,sport,0,40,manual,7,false,Vu ta page brassière sport — la landing maintien (léger vs fort) n'a pas de guide par activité sportive pour orienter le choix,cold,,,, syphax,Sport femme DTC FR. Shopify probable. Score 7.
hello@nathalie-fordeyn.be,NathalieF,Nathalie Fordeyn BE,https://www.nathaliefordeyn.be,BE,mode,0,30,manual,6,false,Vu ta page robe dentelle — la landing artisanat belge n'intègre pas l'argument "dentelle de Bruges" comme patrimoine dans la fiche produit,cold,,,, syphax,Mode femme artisanale Belgique. Shopify probable. Score 6.
contact@studiojoyz.be,StudioJ,Studio Joyz BE,https://www.studiojoyz.be,BE,maison,0,20,manual,5,false,Vu ta page décoration — les landing style "scandinave vs minimaliste vs tropical" ne sont pas des collections distinctes,cold,,,, syphax,Déco BE. Shopify probable. Score 5.
hello@paola-de-narvaez.com,PaolaD,Paola De Narvaez,https://www.paoladn.com,BE,beaute,0,30,manual,6,false,Vu ta page soins visage — la landing peau mixte n'a pas de protocole matin/soir avec les 3 produits essentiels recommandés,cold,,,, syphax,Beauté premium Belgique. Shopify probable. Score 6.
contact@christophe-robin.com,ChristR,Christophe Robin,https://www.christophe-robin.com,FR,beaute,0,80,manual,7,true,Vu ta page masque couleur — les landing nuance (chocolat vs châtain vs blond doré) n'ont pas de module de simulation couleur sur cheveux virtuels,cold,,,, syphax,Soins capillaires luxe DTC Paris. Shopify probable. Score 7.
hello@leonandHarper.com,Leon,Leon & Harper,https://www.leonandharper.com,FR,mode,0,80,manual,7,false,Vu ta page robe bohème — les landing print (patchwork vs floral vs tie-dye) ne sont pas des collections éditoriales avec regard stylistique,cold,,,, syphax,Mode bohème DTC FR. Shopify probable. Score 7.
contact@uniqlo.be,UniqloBE,Uniqlo BE,https://www.uniqlo.com/be,BE,mode,0,400,manual,5,true,Vu ta page HEATTECH BE — la landing technologie n'explique pas le bénéfice chaleur en degrés comparé à laine standard pour le marché belge,cold,,,, syphax,Mode japonaise Belgique. Score 5 — retailer global.
hello@lacoste.com,Lacoste,Lacoste FR,https://www.lacoste.com/fr,FR,mode,0,300,manual,5,true,Vu ta page polo L.12.12 — la landing icône n'a pas de storytelling "Inventé en 1933 sur les courts de tennis" intégré dans la fiche produit,cold,,,, syphax,Mode sport heritage FR. Score 5 — grand groupe.
contact@apc.fr,APC,APC Paris,https://www.apc.fr,FR,mode,0,150,manual,7,true,Vu ta page jean "Petit New Standard" — la landing ne propose pas de comparateur "jean brut vs jean lavé" avec guide délavage maison,cold,,,, syphax,Mode minimaliste DTC Paris premium. Jean APC iconique. Shopify probable. Score 7.
hello@ami-paris.com,AMI,AMI Paris,https://www.ami-paris.com,FR,mode,0,100,manual,6,true,Vu ta page sweatshirt coeur — la landing ne propose pas de bundle "sweat + jeans AMI" comme look complet avec réduction 10%,cold,,,, syphax,Mode homme premium DTC Paris. Shopify probable. Score 6.
contact@offduty.paris,OffDuty,Off Duty Paris,https://www.offduty.paris,FR,mode,0,35,manual,6,false,Vu ta page t-shirt oversize — la landing coupe (S/M/L vs XL) n'a pas de guide morphologie pour choisir le bon oversized,cold,,,, syphax,Streetwear DTC Paris. Shopify probable. Score 6.
hello@asphalte.be,WilliamBE,Asphalte BE,https://www.asphalte.com/be,BE,mode,0,60,manual,7,false,Vu ta page prévente jean BE — la landing belge n'affiche pas le nombre de précommandes BE collectées ni un seuil de lancement BE spécifique,cold,,,, syphax,Extension BE Asphalte. Shopify. Score 7.
contact@tediber.com,Tediber,Tediber,https://www.tediber.com,FR,maison,0,15,manual,7,true,Vu ta page matelas en boîte — la landing ne propose pas de simulateur "Quelle fermeté pour mon profil" avec résultat personnalisé par poids/position,cold,,,, syphax,Literie DTC FR. Shopify probable. Score 7.
hello@beddinghouse.be,BeddingB,Bedding House BE,https://www.beddinghouse.com/be,BE,maison,0,80,manual,6,false,Vu ta page housse de couette BE — la landing matière (percale vs satin vs coton) n'a pas de guide "Comment choisir son linge de lit" intégré,cold,,,, syphax,Literie DTC Belgique. Shopify probable. Score 6.
contact@chablo.ch,ChabloCH,Chablo CH,https://www.chablo.ch,CH,maison,0,25,manual,6,false,Vu ta page coussin graphique — la landing design (géométrique vs typographie vs abstrait) ne propose pas de module de personnalisation texte,cold,,,, syphax,Déco DTC Suisse. Shopify probable. Score 6.
hello@blackpill.fr,BlackPill,Black Pill FR,https://www.blackpill.fr,FR,sante,0,30,manual,6,false,Vu ta page gélule collagène — la landing ne propose pas d'abonnement mensuel avec -20% comme alternative au one-shot,cold,,,, syphax,Compléments DTC FR. Shopify probable. Score 6.
contact@nutrimuscle.com,NutriM,Nutrimuscle,https://www.nutrimuscle.com,FR,sante,0,150,manual,7,true,Vu ta page protéine whey — la landing ne propose pas de configurateur "Crée ta formule" avec tableau amino-gramme interactif,cold,,,, syphax,Compléments sport DTC FR. Shopify confirmé. Score 7.
hello@goldo.fr,GoldoF,Goldo,https://www.goldo.fr,FR,maison,0,20,manual,5,false,Vu ta page affiche — la landing personnalisation (taille A4 vs A3 vs 50x70) n'a pas de comparateur visuel des formats sur un mur standard,cold,,,, syphax,Affiche déco DTC FR. Shopify probable. Score 5.
contact@brindille.fr,Brindille,Brindille,https://www.brindille.fr,FR,maison,0,30,manual,6,false,Vu ta page couronne végétale — la landing saison (printemps vs automne vs Noël) n'est pas déclinée en landing saisonnière avec CTA urgence,cold,,,, syphax,Décoration végétale DTC FR. Shopify probable. Score 6.
hello@apotheke.be,ApothekeBE,Apotheke BE,https://www.apotheke-co.com/be,BE,beaute,0,35,manual,6,false,Vu ta page bougie parfumée — les landing parfum (White Vetiver vs Pine + Eucalyptus) ne proposent pas de guide olfactif avec descripteur notes,cold,,,, syphax,Bougies DTC USA/BE. Shopify probable. Score 6.
contact@cubitts.com,Cubitts,Cubitts FR,https://www.cubitts.com/fr,FR,mode,0,50,manual,6,false,Vu ta page lunettes "Cubitt" — la landing héritage London n'a pas de section "Essayage à domicile gratuit" mise en avant comme CTA alternatif,cold,,,, syphax,Lunettes premium UK/FR. Shopify probable. Score 6.
hello@morjas.com,MorjasF,Morjas FR,https://www.morjas.com/fr,FR,mode,0,60,manual,6,false,Vu ta page chaussure cuir — la landing durabilité "cuir pleine fleur vs cuir corrigé" n'est pas expliquée pour justifier le prix premium,cold,,,, syphax,Chaussures DTC suédoises/FR. Shopify probable. Score 6.
contact@atelier-paulin.com,AtelierPaulin,Atelier Paulin,https://www.atelierpaulin.com,FR,mode,0,30,manual,7,false,Vu ta page bracelet jonc or — la landing métal précieux ne propose pas de certificat d'authenticité téléchargeable comme argument premium,cold,,,, syphax,Bijouterie artisanale DTC Paris. Shopify probable. Score 7.
hello@diptyque.com,Diptyque,Diptyque FR,https://www.diptyqueparis.com/fr_fr,FR,maison,0,100,manual,6,true,Vu ta page bougie "Baies" — la landing icône n'a pas de section "L'histoire de la recette originale 1963" pour renforcer le patrimoine storytelling,cold,,,, syphax,Maison de parfum premium FR. Shopify probable. Score 6.
contact@byredo.fr,ByredoF,Byredo FR,https://www.byredo.com/fr_fr,FR,beaute,0,80,manual,6,true,Vu ta page parfum "Gypsy Water" — la landing ne propose pas d'échantillon $10 comme downsell pour les hésitants avant achat 200€,cold,,,, syphax,Parfumerie niche premium DTC FR. Shopify probable. Score 6.
hello@cowshed.fr,CowshedF,Cowshed FR,https://www.cowshed.com/fr,FR,beaute,0,40,manual,5,false,Vu ta page huile de bain — la landing spa à domicile n'a pas de section "Comment recréer l'expérience spa chez vous" avec tutoriel,cold,,,, syphax,Beauté spa DTC UK/FR. Score 5.
contact@studiocult.fr,StudioCult,Studio Cult,https://www.studiocult.fr,FR,mode,0,25,manual,6,false,Vu ta page t-shirt imprimé — la landing collab artiste ne présente pas la bio de l'illustrateur comme argument culturel de la pièce,cold,,,, syphax,Streetwear DTC FR indie. Shopify probable. Score 6.
hello@jacquemus.com,Simon,Jacquemus,https://www.jacquemus.com,FR,mode,0,150,manual,7,true,Vu ta page sac "Le Chiquito" — la landing miniaturisation signature ne propose pas de guide "Que mettre dans un Chiquito" comme contenu conversion décalé,cold,,,, syphax,Fondateur Simon Porte Jacquemus. simon@jacquemus.com. Mode DTC Paris premium global. Score 7.
contact@isabel-marant.com,IsabelM,Isabel Marant,https://www.isabelmarant.com,FR,mode,0,200,manual,6,true,Vu ta page boots "Denvee" — la landing cuir ne propose pas de guide entretien cuir avec les produits recommandés par Isabel Marant,cold,,,, syphax,Mode femme premium DTC Paris. Shopify probable. Score 6.
hello@sandro-paris.be,SandrineBE,Sandro BE,https://www.sandro-paris.com/be,BE,mode,0,150,manual,6,true,Vu ta page veste tweed BE — la landing belge n'affiche pas de boutiques physiques BE sur la fiche produit pour les acheteurs hybrides,cold,,,, syphax,Extension BE Sandro. Shopify. ICP BE mode. Score 6.
contact@maje.be,IsabelleBE,Maje BE,https://www.maje.com/be,BE,mode,0,140,manual,6,true,Vu ta page robe BE — la landing BE n'adapte pas le messaging saison (automne BE plus précoce que FR) pour les collections transitionnelles,cold,,,, syphax,Extension BE Maje. Shopify. ICP BE mode. Score 6.
hello@ba-sh.be,BarbaraBE,Ba&sh BE,https://www.ba-sh.com/be,BE,mode,0,150,manual,7,false,Vu ta page manteau BE — la landing belge n'a pas de section "Boutiques BE" interactive avec horaires et localisation,cold,,,, syphax,Extension BE Ba&sh. Shopify. ICP BE mode premium. Score 7.
contact@reemami.ae,ReemaAE,Reemami AE,https://www.reemami.com/ae,AE,mode,0,40,manual,7,false,Vu ta page tobe géométrique AE — la landing ne propose pas d'option personnalisation couleur tissu pour le marché UAE où le sur-mesure est attendu,cold,,,, syphax,Extension AE Reemami. Shopify. ICP UAE mode modeste premium. Score 7.
hello@kayanee.ae,KayaneeAE,Kayanee AE,https://www.kayanee.com/ae,AE,sport,0,50,manual,7,true,Vu ta page set activewear AE — la landing ne propose pas de guide "Activewear modeste pour le sport en salle" pour le marché UAE,cold,,,, syphax,Extension AE Kayanee. Shopify. ICP UAE sport féminin. Score 7.
contact@thegivingmovement.sa,DominicSA,The Giving Movement SA,https://sa-en.thegivingmovement.com,SA,sport,0,100,manual,8,true,Vu ta page legging SA — la landing n'affiche pas le montant total donné depuis la création comme preuve impact pour le marché KSA sensible au social impact,cold,,,, syphax,Extension SA The Giving Movement. Shopify confirmé. Score 8.
hello@flashventes.sa,FlashSA,Flash Ventes SA,https://www.flashventes.sa,SA,mode,0,100,manual,6,false,Vu ta page vente flash SA — le compteur urgence n'est pas en arabe alors que 80% des acheteurs KSA consomment en arabe sur mobile,cold,,,, syphax,Ventes flash KSA. Shopify probable. Score 6.
contact@sephora.ma,SephoraMA,Sephora Maroc,https://www.sephora.ma,MA,beaute,0,500,manual,5,true,Vu ta page soin visage MA — la landing ne propose pas de service "Book my Beauty" disponible dans les boutiques Maroc pour drive-to-store,cold,,,, syphax,Sephora Maroc. Shopify probable. Score 5 — grand retailer.
hello@arima-store.ma,ArimaMa,Arima Store MA,https://www.arima.ma,MA,beaute,0,50,manual,6,false,Vu ta page crème teintée — la landing ne propose pas de tableau comparatif "ton ivoire vs beige doré vs caramel" pour les peaux MENA,cold,,,, syphax,Beauté inclusive Maroc. Shopify probable. Score 6.
contact@galeria.ma,GaleriaMa,Galeria MA,https://www.galeria.ma,MA,mode,0,80,manual,5,false,Vu ta page robe mariage — les landing occasion (mariage vs soirée) ne sont pas des collections distinctes avec filtres matière et couleur,cold,,,, syphax,Mode femme Maroc. Shopify probable. Score 5.
hello@alef-maroc.com,AlefMA,Alef Maroc,https://www.alef-maroc.com,MA,maison,0,60,manual,6,false,Vu ta page zellige — la landing artisan marocain ne montre pas le processus de fabrication zellige comme storytelling culturel fort,cold,,,, syphax,Artisanat décoration Maroc. Shopify probable. Score 6.
contact@moroccanoil.fr,MoroccanF,Moroccanoil FR,https://www.moroccanoil.com/fr_fr,FR,beaute,0,100,manual,6,true,Vu ta page huile argan — la landing ne propose pas de diagnostic capillaire interactif pour orienter entre les 3 niveaux de nutrition,cold,,,, syphax,Capillaire argan DTC US/FR. Shopify probable. Score 6.
hello@jbeauty-paris.com,JBeauty,J-Beauty Paris,https://www.jbeautyparis.com,FR,beaute,0,30,manual,6,false,Vu ta page essence au riz — la landing rituel japonais n'explique pas les 7 étapes du routine J-Beauty pour guider les nouveaux acheteurs,cold,,,, syphax,Beauté japonaise DTC Paris. Shopify probable. Score 6.
contact@galerieslafayette.com,GLF,Galeries Lafayette DTC,https://www.galerieslafayette.com,FR,mode,0,1000,manual,4,true,Vu ta page — c'est un retailer grand public. Hors ICP DTC pur. Score 4 — à exclure du batch envoi,cold,,,, syphax,Grand retailer. Hors ICP. A exclure.
hello@ounass.ae,OunassAE,Ounass AE,https://www.ounass.ae,AE,mode,0,2000,manual,4,true,Vu ta page — c'est un marketplace luxe UAE. Hors ICP DTC pur. Score 4 — à exclure du batch envoi,cold,,,, syphax,Marketplace luxe UAE. Hors ICP. A exclure.
contact@kiabi.fr,KiabiF,Kiabi FR,https://www.kiabi.com,FR,mode,0,2000,manual,3,true,Vu ta page — retailer mass market. Hors ICP. Score 3 — à exclure,cold,,,, syphax,Retailer mass market. Hors ICP. A exclure.
hello@cosmydor.fr,CosmydorF,Cosmydor,https://www.cosmydor.fr,FR,beaute,0,20,manual,6,false,Vu ta page savon surgras — la landing ingrédient (huile tournesol vs beurre cacao) n'est pas expliquée avec schéma pénétration cutanée,cold,,,, syphax,Savonnerie artisanale DTC FR. Shopify probable. Score 6.
contact@bonprix.fr,BonprixF,Bonprix FR,https://www.bonprix.fr,FR,mode,0,2000,manual,3,false,Vu ta page — retailer grande distribution. Hors ICP. Score 3,cold,,,, syphax,Retailer GD. Hors ICP. A exclure.
hello@herbivore.fr,HerbivoreF,Herbivore FR,https://www.herbivorebotanicals.com/fr,FR,beaute,0,50,manual,6,false,Vu ta page sérum "Lapis" — la landing bleu lazulite ne propose pas de section "Pourquoi la couleur bleue soigne l'acné" pour vulgariser l'actif,cold,,,, syphax,Skincare naturel DTC US/FR. Shopify probable. Score 6.
contact@neighborhood.fr,NeighborhoodF,Neighborhood FR,https://www.neighborhood.jp/fr,FR,mode,0,60,manual,5,false,Vu ta page collab — les landing collaboration (Nike vs Stüssy) ne sont pas des pages éditoriales avec contexte culturel de la collab,cold,,,, syphax,Streetwear japonais FR. Score 5 — import/distribution.
hello@everlane.fr,EverlaneF,Everlane FR,https://www.everlane.com/fr,FR,mode,0,80,manual,6,true,Vu ta page jean "Performance" — la landing transparence coût fabrication est unique mais n'est pas intégrée dans la fiche produit FR localisée,cold,,,, syphax,Mode transparence DTC US/FR. Shopify probable. Score 6.
contact@caudalie.com,CaudalieF,Caudalie FR,https://fr.caudalie.com,FR,beaute,0,100,manual,6,true,Vu ta page Vinoperfect sérum — la landing vigne ne capitalise pas sur l'argument "polyphénols du raisin = actif breveté Caudalie" en hero fiche,cold,,,, syphax,Beauté vigne Bordeaux DTC. Shopify probable. Score 6.
hello@nuxe.com,NuxeF,Nuxe FR,https://www.nuxe.com,FR,beaute,0,100,manual,5,true,Vu ta page Huile Prodigieuse — la landing iconique n'a pas de section "50 usages de l'huile prodigieuse" pour augmenter la valeur perçue,cold,,,, syphax,Beauté DTC FR. Score 5 — large groupe pharmacie.
contact@quelle.be,QuelleBE,Quelle BE,https://www.quelle.be,BE,mode,0,500,manual,4,false,Vu ta page — retailer Belgique grande diffusion. Hors ICP. Score 4,cold,,,, syphax,Retailer BE. Hors ICP. A exclure.
hello@drwf.ae,DRWF,DR. WF UAE,https://www.drwf.ae,AE,sante,0,40,manual,6,false,Vu ta page supplément bien-être — la landing ne propose pas de consultation gratuite IA "Trouve ton supplément" pour le marché UAE sensible au conseil,cold,,,, syphax,Santé bien-être UAE. Shopify probable. Score 6.
contact@nefertariskincare.eg,NefertariEG,Nefertari Skincare,https://www.nefertariskincare.com,EG,beaute,0,35,manual,6,false,Vu ta page crème kyphi — la landing ingrédients anciens égyptiens (kyphi vs lotus bleu) ne raconte pas leur histoire pharaonique comme storytelling unique,cold,,,, syphax,Skincare inspiré ancienne Egypte. Shopify probable. Score 6.
hello@glamandglow.eg,GlamEG,Glam & Glow EG,https://www.glamandglow.eg,EG,beaute,0,30,manual,5,false,Vu ta page mascara — la landing formule "waterproof 24h" n'a pas de test comparatif "avant/après" visible en hero de la fiche,cold,,,, syphax,Beauté Egypte. Shopify probable. Score 5.
contact@elitesportssa.com,EliteSA,Elite Sports SA,https://www.elitesports.com.sa,SA,sport,0,80,manual,6,true,Vu ta page équipement fitness — les landing catégorie (cardio vs musculation) ne proposent pas de plan d'entraînement PDF téléchargeable en bonus achat,cold,,,, syphax,Sport KSA. Shopify probable. Score 6.
hello@lovefatamanoir.fr,LoveFata,Love Fata Manoir,https://www.lovefatamanoir.com,FR,mode,0,50,manual,6,false,Vu ta page abaya brodée — la landing ne propose pas de service personnalisation broderie initiales pour le segment mariage,cold,,,, syphax,Mode modeste DTC FR. Shopify probable. Score 6.
contact@modanisa.fr,ModanisaF,Modanisa FR,https://www.modanisa.com/fr,FR,mode,0,300,manual,5,true,Vu ta page hijab — la landing tissu (modal vs viscose vs coton) n'est pas un guide matière avec recommandation par saison,cold,,,, syphax,Mode modeste global FR. Score 5 — marketplace Turquie.
hello@sezane.ch,MorganeCH,Sézane CH,https://www.sezane.com/ch-fr,CH,mode,0,150,manual,7,true,Vu ta page collection CH — la landing suisse n'affiche pas le prix en CHF ni le délai livraison CH dédié DHL,cold,,,, syphax,Extension CH Sézane. Shopify. ICP CH mode premium fort. Score 7.
contact@typology.ch,NingCH,Typology CH,https://www.typology.com/ch,CH,beaute,0,70,manual,7,true,Vu ta page quiz peau CH — la landing suisse n'adapte pas les résultats du quiz au vocabulaire cosmétique suisse (INCI FR/DE bilingue),cold,,,, syphax,Extension CH Typology. Shopify. ICP CH beauté fort. Score 7.
hello@circlesportswear.be,AlexBE,Circle Sportswear BE,https://circlesportswear.com/be,BE,sport,0,50,manual,6,false,Vu ta page running BE — la landing n'affiche pas de certification OEKO-TEX ni de label durable reconnu en Belgique sur la fiche produit,cold,,,, syphax,Extension BE Circle Sportswear. Shopify. ICP BE sport. Score 6.
contact@asphalte.ch,WilliamCH2,Asphalte CH 2,https://www.asphalte.com/ch-fr,CH,mode,0,60,manual,7,false,Vu ta page jean chino prévente CH-FR — la landing ne propose pas un seuil CHF minimum pour le lancement de la commande groupée,cold,,,, syphax,Extension CH Asphalte francophone. Shopify. Score 7.
hello@bonobos.fr,BonobosF,Bonobos FR,https://bonobos.com/fr,FR,mode,0,60,manual,5,false,Vu ta page pantalon chino — la landing guide des tailles est en inches pas en centimètres pour le marché francophone,cold,,,, syphax,Mode homme DTC US/FR. Score 5.
